latency_ms,cdf
3.04625,0.442701
3.04626,0.442735
3.04626,0.44277
3.04626,0.442804
3.04627,0.442839
3.04629,0.442873
3.04629,0.442908
3.04629,0.442942
3.0463,0.442977
3.0463,0.443011
3.04631,0.443046
3.04631,0.44308
3.04632,0.443115
3.04632,0.443149
3.04632,0.443184
3.04632,0.443218
3.04638,0.443253
3.04638,0.443287
3.04639,0.443322
3.04639,0.443356
3.0464,0.443391
3.0464,0.443425
3.0464,0.44346
3.04641,0.443494
3.04642,0.443529
3.04642,0.443563
3.04642,0.443598
3.04643,0.443632
3.04644,0.443667
3.04644,0.443701
3.04644,0.443736
3.04644,0.44377
3.04645,0.443805
3.04646,0.443839
3.04646,0.443874
3.04646,0.443908
3.04648,0.443942
3.04648,0.443977
3.04648,0.444011
3.04648,0.444046
3.04649,0.44408
3.0465,0.444115
3.0465,0.444149
3.0465,0.444184
3.04651,0.444218
3.04654,0.444253
3.04654,0.444287
3.04654,0.444322
3.04655,0.444356
3.04655,0.444391
3.04656,0.444425
3.04656,0.44446
3.04657,0.444494
3.04657,0.444529
3.04658,0.444563
3.04659,0.444598
3.0466,0.444632
3.04661,0.444667
3.04661,0.444701
3.04661,0.444736
3.04662,0.44477
3.04663,0.444805
3.04663,0.444839
3.04664,0.444874
3.04664,0.444908
3.04664,0.444943
3.04665,0.444977
3.04666,0.445012
3.04666,0.445046
3.04666,0.445081
3.04669,0.445115
3.04669,0.445149
3.04669,0.445184
3.04671,0.445218
3.04671,0.445253
3.04673,0.445287
3.04674,0.445322
3.04675,0.445356
3.04675,0.445391
3.04675,0.445425
3.04676,0.44546
3.04676,0.445494
3.04676,0.445529
3.04676,0.445563
3.04677,0.445598
3.04677,0.445632
3.04677,0.445667
3.04678,0.445701
3.04678,0.445736
3.04682,0.44577
3.04683,0.445805
3.04685,0.445839
3.04685,0.445874
3.04686,0.445908
3.04687,0.445943
3.04687,0.445977
3.04687,0.446012
3.04687,0.446046
3.04689,0.446081
3.04689,0.446115
3.0469,0.44615
3.0469,0.446184
3.04692,0.446219
3.04692,0.446253
3.04692,0.446288
3.04694,0.446322
3.04694,0.446357
3.04694,0.446391
3.04694,0.446425
3.04695,0.44646
3.04696,0.446494
3.04697,0.446529
3.04697,0.446563
3.04698,0.446598
3.04698,0.446632
3.04698,0.446667
3.04699,0.446701
3.04699,0.446736
3.04699,0.44677
3.04701,0.446805
3.04703,0.446839
3.04704,0.446874
3.04704,0.446908
3.04704,0.446943
3.04705,0.446977
